name,sex,departmentCode,joblevelCode,skillCode,telephone,birthdate,postal,address
BATCH-000331,F,100001,7,4,263000331,19701128,140200,LGCNS DEVON BATCH
BATCH-000332,F,100001,7,4,263000332,19701129,140200,LGCNS DEVON BATCH
BATCH-000333,M,100001,7,4,263000333,19701130,140200,LGCNS DEVON BATCH
BATCH-000334,M,100001,7,4,263000334,19701201,140200,LGCNS DEVON BATCH
BATCH-000335,F,100001,7,4,263000335,19701202,140200,LGCNS DEVON BATCH
BATCH-000336,F,100001,7,4,263000336,19701203,140200,LGCNS DEVON BATCH
BATCH-000337,M,100001,7,4,263000337,19701204,140200,LGCNS DEVON BATCH
BATCH-000338,F,100001,7,4,263000338,19701205,140200,LGCNS DEVON BATCH
BATCH-000339,M,100001,7,4,263000339,19701206,140200,LGCNS DEVON BATCH
BATCH-000340,F,100001,7,4,263000340,19701207,140200,LGCNS DEVON BATCH
BATCH-000341,M,100001,7,4,263000341,19701208,140200,LGCNS DEVON BATCH
BATCH-000342,F,100001,7,4,263000342,19701209,140200,LGCNS DEVON BATCH
BATCH-000343,M,100001,7,4,263000343,19701210,140200,LGCNS DEVON BATCH
BATCH-000344,M,100001,7,4,263000344,19701211,140200,LGCNS DEVON BATCH
BATCH-000345,M,100001,7,4,263000345,19701212,140200,LGCNS DEVON BATCH
BATCH-000346,F,100001,7,4,263000346,19701213,140200,LGCNS DEVON BATCH
BATCH-000347,M,100001,7,4,263000347,19701214,140200,LGCNS DEVON BATCH
BATCH-000348,M,100001,7,4,263000348,19701215,140200,LGCNS DEVON BATCH
BATCH-000349,M,100001,7,4,263000349,19701216,140200,LGCNS DEVON BATCH
BATCH-000350,M,100001,7,4,263000350,19701217,140200,LGCNS DEVON BATCH
BATCH-000351,M,100001,7,4,263000351,19701218,140200,LGCNS DEVON BATCH
BATCH-000352,M,100001,7,4,263000352,19701219,140200,LGCNS DEVON BATCH
BATCH-000353,F,100001,7,4,263000353,19701220,140200,LGCNS DEVON BATCH
BATCH-000354,F,100001,7,4,263000354,19701221,140200,LGCNS DEVON BATCH
BATCH-000355,M,100001,7,4,263000355,19701222,140200,LGCNS DEVON BATCH
BATCH-000356,M,100001,7,4,263000356,19701223,140200,LGCNS DEVON BATCH
BATCH-000357,M,100001,7,4,263000357,19701224,140200,LGCNS DEVON BATCH
BATCH-000358,F,100001,7,4,263000358,19701225,140200,LGCNS DEVON BATCH
BATCH-000359,M,100001,7,4,263000359,19701226,140200,LGCNS DEVON BATCH
BATCH-000360,F,100001,7,4,263000360,19701227,140200,LGCNS DEVON BATCH
BATCH-000361,F,100001,7,4,263000361,19701228,140200,LGCNS DEVON BATCH
BATCH-000362,F,100001,7,4,263000362,19701229,140200,LGCNS DEVON BATCH
BATCH-000363,F,100001,7,4,263000363,19701230,140200,LGCNS DEVON BATCH
BATCH-000364,F,100001,7,4,263000364,19701231,140200,LGCNS DEVON BATCH
BATCH-000365,F,100001,7,4,263000365,19710101,140200,LGCNS DEVON BATCH
BATCH-000366,F,100001,7,4,263000366,19710102,140200,LGCNS DEVON BATCH
BATCH-000367,M,100001,7,4,263000367,19710103,140200,LGCNS DEVON BATCH
BATCH-000368,M,100001,7,4,263000368,19710104,140200,LGCNS DEVON BATCH
BATCH-000369,M,100001,7,4,263000369,19710105,140200,LGCNS DEVON BATCH
BATCH-000370,F,100001,7,4,263000370,19710106,140200,LGCNS DEVON BATCH
BATCH-000371,F,100001,7,4,263000371,19710107,140200,LGCNS DEVON BATCH
BATCH-000372,F,100001,7,4,263000372,19710108,140200,LGCNS DEVON BATCH
BATCH-000373,M,100001,7,4,263000373,19710109,140200,LGCNS DEVON BATCH
BATCH-000374,M,100001,7,4,263000374,19710110,140200,LGCNS DEVON BATCH
BATCH-000375,F,100001,7,4,263000375,19710111,140200,LGCNS DEVON BATCH
BATCH-000376,M,100001,7,4,263000376,19710112,140200,LGCNS DEVON BATCH
BATCH-000377,M,100001,7,4,263000377,19710113,140200,LGCNS DEVON BATCH
BATCH-000378,M,100001,7,4,263000378,19710114,140200,LGCNS DEVON BATCH
BATCH-000379,F,100001,7,4,263000379,19710115,140200,LGCNS DEVON BATCH
BATCH-000380,F,100001,7,4,263000380,19710116,140200,LGCNS DEVON BATCH
BATCH-000381,M,100001,7,4,263000381,19710117,140200,LGCNS DEVON BATCH
BATCH-000382,F,100001,7,4,263000382,19710118,140200,LGCNS DEVON BATCH
BATCH-000383,M,100001,7,4,263000383,19710119,140200,LGCNS DEVON BATCH
BATCH-000384,F,100001,7,4,263000384,19710120,140200,LGCNS DEVON BATCH
BATCH-000385,M,100001,7,4,263000385,19710121,140200,LGCNS DEVON BATCH
BATCH-000386,F,100001,7,4,263000386,19710122,140200,LGCNS DEVON BATCH
BATCH-000387,M,100001,7,4,263000387,19710123,140200,LGCNS DEVON BATCH
BATCH-000388,M,100001,7,4,263000388,19710124,140200,LGCNS DEVON BATCH
BATCH-000389,M,100001,7,4,263000389,19710125,140200,LGCNS DEVON BATCH
BATCH-000390,M,100001,7,4,263000390,19710126,140200,LGCNS DEVON BATCH
BATCH-000391,F,100001,7,4,263000391,19710127,140200,LGCNS DEVON BATCH
BATCH-000392,M,100001,7,4,263000392,19710128,140200,LGCNS DEVON BATCH
BATCH-000393,F,100001,7,4,263000393,19710129,140200,LGCNS DEVON BATCH
BATCH-000394,F,100001,7,4,263000394,19710130,140200,LGCNS DEVON BATCH
BATCH-000395,M,100001,7,4,263000395,19710131,140200,LGCNS DEVON BATCH
BATCH-000396,F,100001,7,4,263000396,19710201,140200,LGCNS DEVON BATCH
BATCH-000397,F,100001,7,4,263000397,19710202,140200,LGCNS DEVON BATCH
BATCH-000398,F,100001,7,4,263000398,19710203,140200,LGCNS DEVON BATCH
BATCH-000399,F,100001,7,4,263000399,19710204,140200,LGCNS DEVON BATCH
BATCH-000400,M,100001,7,4,263000400,19710205,140200,LGCNS DEVON BATCH
BATCH-000401,F,100001,7,4,263000401,19710206,140200,LGCNS DEVON BATCH
BATCH-000402,F,100001,7,4,263000402,19710207,140200,LGCNS DEVON BATCH
BATCH-000403,M,100001,7,4,263000403,19710208,140200,LGCNS DEVON BATCH
BATCH-000404,F,100001,7,4,263000404,19710209,140200,LGCNS DEVON BATCH
BATCH-000405,F,100001,7,4,263000405,19710210,140200,LGCNS DEVON BATCH
BATCH-000406,M,100001,7,4,263000406,19710211,140200,LGCNS DEVON BATCH
BATCH-000407,M,100001,7,4,263000407,19710212,140200,LGCNS DEVON BATCH
BATCH-000408,M,100001,7,4,263000408,19710213,140200,LGCNS DEVON BATCH
BATCH-000409,M,100001,7,4,263000409,19710214,140200,LGCNS DEVON BATCH
BATCH-000410,M,100001,7,4,263000410,19710215,140200,LGCNS DEVON BATCH
BATCH-000411,M,100001,7,4,263000411,19710216,140200,LGCNS DEVON BATCH
BATCH-000412,M,100001,7,4,263000412,19710217,140200,LGCNS DEVON BATCH
BATCH-000413,M,100001,7,4,263000413,19710218,140200,LGCNS DEVON BATCH
BATCH-000414,F,100001,7,4,263000414,19710219,140200,LGCNS DEVON BATCH
BATCH-000415,F,100001,7,4,263000415,19710220,140200,LGCNS DEVON BATCH
BATCH-000416,M,100001,7,4,263000416,19710221,140200,LGCNS DEVON BATCH
BATCH-000417,M,100001,7,4,263000417,19710222,140200,LGCNS DEVON BATCH
BATCH-000418,F,100001,7,4,263000418,19710223,140200,LGCNS DEVON BATCH
BATCH-000419,F,100001,7,4,263000419,19710224,140200,LGCNS DEVON BATCH
BATCH-000420,F,100001,7,4,263000420,19710225,140200,LGCNS DEVON BATCH
BATCH-000421,M,100001,7,4,263000421,19710226,140200,LGCNS DEVON BATCH
BATCH-000422,M,100001,7,4,263000422,19710227,140200,LGCNS DEVON BATCH
BATCH-000423,M,100001,7,4,263000423,19710228,140200,LGCNS DEVON BATCH
BATCH-000424,M,100001,7,4,263000424,19710301,140200,LGCNS DEVON BATCH
BATCH-000425,M,100001,7,4,263000425,19710302,140200,LGCNS DEVON BATCH
BATCH-000426,F,100001,7,4,263000426,19710303,140200,LGCNS DEVON BATCH
BATCH-000427,F,100001,7,4,263000427,19710304,140200,LGCNS DEVON BATCH
BATCH-000428,M,100001,7,4,263000428,19710305,140200,LGCNS DEVON BATCH
BATCH-000429,F,100001,7,4,263000429,19710306,140200,LGCNS DEVON BATCH
BATCH-000430,F,100001,7,4,263000430,19710307,140200,LGCNS DEVON BATCH
BATCH-000431,F,100001,7,4,263000431,19710308,140200,LGCNS DEVON BATCH
BATCH-000432,F,100001,7,4,263000432,19710309,140200,LGCNS DEVON BATCH
BATCH-000433,M,100001,7,4,263000433,19710310,140200,LGCNS DEVON BATCH
BATCH-000434,M,100001,7,4,263000434,19710311,140200,LGCNS DEVON BATCH
BATCH-000435,M,100001,7,4,263000435,19710312,140200,LGCNS DEVON BATCH
BATCH-000436,F,100001,7,4,263000436,19710313,140200,LGCNS DEVON BATCH
BATCH-000437,F,100001,7,4,263000437,19710314,140200,LGCNS DEVON BATCH
BATCH-000438,F,100001,7,4,263000438,19710315,140200,LGCNS DEVON BATCH
BATCH-000439,M,100001,7,4,263000439,19710316,140200,LGCNS DEVON BATCH
BATCH-000440,M,100001,7,4,263000440,19710317,140200,LGCNS DEVON BATCH
BATCH-000441,M,100001,7,4,263000441,19710318,140200,LGCNS DEVON BATCH
BATCH-000442,F,100001,7,4,263000442,19710319,140200,LGCNS DEVON BATCH
BATCH-000443,F,100001,7,4,263000443,19710320,140200,LGCNS DEVON BATCH
BATCH-000444,M,100001,7,4,263000444,19710321,140200,LGCNS DEVON BATCH
BATCH-000445,F,100001,7,4,263000445,19710322,140200,LGCNS DEVON BATCH
BATCH-000446,M,100001,7,4,263000446,19710323,140200,LGCNS DEVON BATCH
BATCH-000447,F,100001,7,4,263000447,19710324,140200,LGCNS DEVON BATCH
BATCH-000448,M,100001,7,4,263000448,19710325,140200,LGCNS DEVON BATCH
BATCH-000449,F,100001,7,4,263000449,19710326,140200,LGCNS DEVON BATCH
BATCH-000450,F,100001,7,4,263000450,19710327,140200,LGCNS DEVON BATCH
BATCH-000451,F,100001,7,4,263000451,19710328,140200,LGCNS DEVON BATCH
BATCH-000452,F,100001,7,4,263000452,19710329,140200,LGCNS DEVON BATCH
BATCH-000453,M,100001,7,4,263000453,19710330,140200,LGCNS DEVON BATCH
BATCH-000454,M,100001,7,4,263000454,19710331,140200,LGCNS DEVON BATCH
BATCH-000455,M,100001,7,4,263000455,19710401,140200,LGCNS DEVON BATCH
BATCH-000456,M,100001,7,4,263000456,19710402,140200,LGCNS DEVON BATCH
BATCH-000457,M,100001,7,4,263000457,19710403,140200,LGCNS DEVON BATCH
BATCH-000458,M,100001,7,4,263000458,19710404,140200,LGCNS DEVON BATCH
BATCH-000459,M,100001,7,4,263000459,19710405,140200,LGCNS DEVON BATCH
BATCH-000460,M,100001,7,4,263000460,19710406,140200,LGCNS DEVON BATCH
BATCH-000461,M,100001,7,4,263000461,19710407,140200,LGCNS DEVON BATCH
BATCH-000462,F,100001,7,4,263000462,19710408,140200,LGCNS DEVON BATCH
BATCH-000463,F,100001,7,4,263000463,19710409,140200,LGCNS DEVON BATCH
BATCH-000464,F,100001,7,4,263000464,19710410,140200,LGCNS DEVON BATCH
BATCH-000465,F,100001,7,4,263000465,19710411,140200,LGCNS DEVON BATCH
BATCH-000466,F,100001,7,4,263000466,19710412,140200,LGCNS DEVON BATCH
BATCH-000467,M,100001,7,4,263000467,19710413,140200,LGCNS DEVON BATCH
BATCH-000468,M,100001,7,4,263000468,19710414,140200,LGCNS DEVON BATCH
BATCH-000469,F,100001,7,4,263000469,19710415,140200,LGCNS DEVON BATCH
BATCH-000470,F,100001,7,4,263000470,19710416,140200,LGCNS DEVON BATCH
BATCH-000471,F,100001,7,4,263000471,19710417,140200,LGCNS DEVON BATCH
BATCH-000472,M,100001,7,4,263000472,19710418,140200,LGCNS DEVON BATCH
BATCH-000473,F,100001,7,4,263000473,19710419,140200,LGCNS DEVON BATCH
BATCH-000474,M,100001,7,4,263000474,19710420,140200,LGCNS DEVON BATCH
BATCH-000475,M,100001,7,4,263000475,19710421,140200,LGCNS DEVON BATCH
BATCH-000476,M,100001,7,4,263000476,19710422,140200,LGCNS DEVON BATCH
BATCH-000477,F,100001,7,4,263000477,19710423,140200,LGCNS DEVON BATCH
BATCH-000478,M,100001,7,4,263000478,19710424,140200,LGCNS DEVON BATCH
BATCH-000479,M,100001,7,4,263000479,19710425,140200,LGCNS DEVON BATCH
BATCH-000480,F,100001,7,4,263000480,19710426,140200,LGCNS DEVON BATCH
BATCH-000481,M,100001,7,4,263000481,19710427,140200,LGCNS DEVON BATCH
BATCH-000482,F,100001,7,4,263000482,19710428,140200,LGCNS DEVON BATCH
BATCH-000483,F,100001,7,4,263000483,19710429,140200,LGCNS DEVON BATCH
BATCH-000484,F,100001,7,4,263000484,19710430,140200,LGCNS DEVON BATCH
BATCH-000485,M,100001,7,4,263000485,19710501,140200,LGCNS DEVON BATCH
BATCH-000486,F,100001,7,4,263000486,19710502,140200,LGCNS DEVON BATCH
BATCH-000487,F,100001,7,4,263000487,19710503,140200,LGCNS DEVON BATCH
BATCH-000488,M,100001,7,4,263000488,19710504,140200,LGCNS DEVON BATCH
BATCH-000489,F,100001,7,4,263000489,19710505,140200,LGCNS DEVON BATCH
BATCH-000490,M,100001,7,4,263000490,19710506,140200,LGCNS DEVON BATCH
BATCH-000491,M,100001,7,4,263000491,19710507,140200,LGCNS DEVON BATCH
BATCH-000492,F,100001,7,4,263000492,19710508,140200,LGCNS DEVON BATCH
BATCH-000493,M,100001,7,4,263000493,19710509,140200,LGCNS DEVON BATCH
BATCH-000494,M,100001,7,4,263000494,19710510,140200,LGCNS DEVON BATCH
BATCH-000495,M,100001,7,4,263000495,19710511,140200,LGCNS DEVON BATCH
BATCH-000496,F,100001,7,4,263000496,19710512,140200,LGCNS DEVON BATCH
BATCH-000497,M,100001,7,4,263000497,19710513,140200,LGCNS DEVON BATCH
BATCH-000498,F,100001,7,4,263000498,19710514,140200,LGCNS DEVON BATCH
BATCH-000499,F,100001,7,4,263000499,19710515,140200,LGCNS DEVON BATCH
BATCH-000500,F,100001,7,4,263000500,19710516,140200,LGCNS DEVON BATCH
BATCH-000501,M,100001,7,4,263000501,19710517,140200,LGCNS DEVON BATCH
BATCH-000502,M,100001,7,4,263000502,19710518,140200,LGCNS DEVON BATCH
BATCH-000503,M,100001,7,4,263000503,19710519,140200,LGCNS DEVON BATCH
BATCH-000504,F,100001,7,4,263000504,19710520,140200,LGCNS DEVON BATCH
BATCH-000505,M,100001,7,4,263000505,19710521,140200,LGCNS DEVON BATCH
BATCH-000506,F,100001,7,4,263000506,19710522,140200,LGCNS DEVON BATCH
BATCH-000507,F,100001,7,4,263000507,19710523,140200,LGCNS DEVON BATCH
BATCH-000508,F,100001,7,4,263000508,19710524,140200,LGCNS DEVON BATCH
BATCH-000509,M,100001,7,4,263000509,19710525,140200,LGCNS DEVON BATCH
BATCH-000510,F,100001,7,4,263000510,19710526,140200,LGCNS DEVON BATCH
BATCH-000511,M,100001,7,4,263000511,19710527,140200,LGCNS DEVON BATCH
BATCH-000512,F,100001,7,4,263000512,19710528,140200,LGCNS DEVON BATCH
BATCH-000513,M,100001,7,4,263000513,19710529,140200,LGCNS DEVON BATCH
BATCH-000514,M,100001,7,4,263000514,19710530,140200,LGCNS DEVON BATCH
BATCH-000515,F,100001,7,4,263000515,19710531,140200,LGCNS DEVON BATCH
BATCH-000516,F,100001,7,4,263000516,19710601,140200,LGCNS DEVON BATCH
BATCH-000517,F,100001,7,4,263000517,19710602,140200,LGCNS DEVON BATCH
BATCH-000518,F,100001,7,4,263000518,19710603,140200,LGCNS DEVON BATCH
BATCH-000519,M,100001,7,4,263000519,19710604,140200,LGCNS DEVON BATCH
BATCH-000520,M,100001,7,4,263000520,19710605,140200,LGCNS DEVON BATCH
BATCH-000521,F,100001,7,4,263000521,19710606,140200,LGCNS DEVON BATCH
BATCH-000522,F,100001,7,4,263000522,19710607,140200,LGCNS DEVON BATCH
BATCH-000523,F,100001,7,4,263000523,19710608,140200,LGCNS DEVON BATCH
BATCH-000524,M,100001,7,4,263000524,19710609,140200,LGCNS DEVON BATCH
BATCH-000525,M,100001,7,4,263000525,19710610,140200,LGCNS DEVON BATCH
BATCH-000526,F,100001,7,4,263000526,19710611,140200,LGCNS DEVON BATCH
BATCH-000527,F,100001,7,4,263000527,19710612,140200,LGCNS DEVON BATCH
BATCH-000528,F,100001,7,4,263000528,19710613,140200,LGCNS DEVON BATCH
BATCH-000529,F,100001,7,4,263000529,19710614,140200,LGCNS DEVON BATCH
BATCH-000530,F,100001,7,4,263000530,19710615,140200,LGCNS DEVON BATCH
BATCH-000531,M,100001,7,4,263000531,19710616,140200,LGCNS DEVON BATCH
BATCH-000532,M,100001,7,4,263000532,19710617,140200,LGCNS DEVON BATCH
BATCH-000533,F,100001,7,4,263000533,19710618,140200,LGCNS DEVON BATCH
BATCH-000534,M,100001,7,4,263000534,19710619,140200,LGCNS DEVON BATCH
BATCH-000535,M,100001,7,4,263000535,19710620,140200,LGCNS DEVON BATCH
BATCH-000536,M,100001,7,4,263000536,19710621,140200,LGCNS DEVON BATCH
BATCH-000537,M,100001,7,4,263000537,19710622,140200,LGCNS DEVON BATCH
BATCH-000538,F,100001,7,4,263000538,19710623,140200,LGCNS DEVON BATCH
BATCH-000539,F,100001,7,4,263000539,19710624,140200,LGCNS DEVON BATCH
BATCH-000540,M,100001,7,4,263000540,19710625,140200,LGCNS DEVON BATCH
BATCH-000541,F,100001,7,4,263000541,19710626,140200,LGCNS DEVON BATCH
BATCH-000542,F,100001,7,4,263000542,19710627,140200,LGCNS DEVON BATCH
BATCH-000543,F,100001,7,4,263000543,19710628,140200,LGCNS DEVON BATCH
BATCH-000544,M,100001,7,4,263000544,19710629,140200,LGCNS DEVON BATCH
BATCH-000545,M,100001,7,4,263000545,19710630,140200,LGCNS DEVON BATCH
BATCH-000546,M,100001,7,4,263000546,19710701,140200,LGCNS DEVON BATCH
BATCH-000547,F,100001,7,4,263000547,19710702,140200,LGCNS DEVON BATCH
BATCH-000548,M,100001,7,4,263000548,19710703,140200,LGCNS DEVON BATCH
BATCH-000549,F,100001,7,4,263000549,19710704,140200,LGCNS DEVON BATCH
BATCH-000550,F,100001,7,4,263000550,19710705,140200,LGCNS DEVON BATCH
BATCH-000551,M,100001,7,4,263000551,19710706,140200,LGCNS DEVON BATCH
BATCH-000552,M,100001,7,4,263000552,19710707,140200,LGCNS DEVON BATCH
BATCH-000553,M,100001,7,4,263000553,19710708,140200,LGCNS DEVON BATCH
BATCH-000554,F,100001,7,4,263000554,19710709,140200,LGCNS DEVON BATCH
BATCH-000555,M,100001,7,4,263000555,19710710,140200,LGCNS DEVON BATCH
BATCH-000556,M,100001,7,4,263000556,19710711,140200,LGCNS DEVON BATCH
BATCH-000557,M,100001,7,4,263000557,19710712,140200,LGCNS DEVON BATCH
BATCH-000558,F,100001,7,4,263000558,19710713,140200,LGCNS DEVON BATCH
BATCH-000559,F,100001,7,4,263000559,19710714,140200,LGCNS DEVON BATCH
BATCH-000560,M,100001,7,4,263000560,19710715,140200,LGCNS DEVON BATCH
BATCH-000561,F,100001,7,4,263000561,19710716,140200,LGCNS DEVON BATCH
BATCH-000562,F,100001,7,4,263000562,19710717,140200,LGCNS DEVON BATCH
BATCH-000563,M,100001,7,4,263000563,19710718,140200,LGCNS DEVON BATCH
BATCH-000564,F,100001,7,4,263000564,19710719,140200,LGCNS DEVON BATCH
BATCH-000565,M,100001,7,4,263000565,19710720,140200,LGCNS DEVON BATCH
BATCH-000566,M,100001,7,4,263000566,19710721,140200,LGCNS DEVON BATCH
BATCH-000567,M,100001,7,4,263000567,19710722,140200,LGCNS DEVON BATCH
BATCH-000568,M,100001,7,4,263000568,19710723,140200,LGCNS DEVON BATCH
BATCH-000569,F,100001,7,4,263000569,19710724,140200,LGCNS DEVON BATCH
BATCH-000570,F,100001,7,4,263000570,19710725,140200,LGCNS DEVON BATCH
BATCH-000571,M,100001,7,4,263000571,19710726,140200,LGCNS DEVON BATCH
BATCH-000572,F,100001,7,4,263000572,19710727,140200,LGCNS DEVON BATCH
BATCH-000573,M,100001,7,4,263000573,19710728,140200,LGCNS DEVON BATCH
BATCH-000574,F,100001,7,4,263000574,19710729,140200,LGCNS DEVON BATCH
BATCH-000575,M,100001,7,4,263000575,19710730,140200,LGCNS DEVON BATCH
BATCH-000576,M,100001,7,4,263000576,19710731,140200,LGCNS DEVON BATCH
BATCH-000577,F,100001,7,4,263000577,19710801,140200,LGCNS DEVON BATCH
BATCH-000578,F,100001,7,4,263000578,19710802,140200,LGCNS DEVON BATCH
BATCH-000579,M,100001,7,4,263000579,19710803,140200,LGCNS DEVON BATCH
BATCH-000580,F,100001,7,4,263000580,19710804,140200,LGCNS DEVON BATCH
BATCH-000581,F,100001,7,4,263000581,19710805,140200,LGCNS DEVON BATCH
BATCH-000582,F,100001,7,4,263000582,19710806,140200,LGCNS DEVON BATCH
BATCH-000583,M,100001,7,4,263000583,19710807,140200,LGCNS DEVON BATCH
BATCH-000584,M,100001,7,4,263000584,19710808,140200,LGCNS DEVON BATCH
BATCH-000585,M,100001,7,4,263000585,19710809,140200,LGCNS DEVON BATCH
BATCH-000586,F,100001,7,4,263000586,19710810,140200,LGCNS DEVON BATCH
BATCH-000587,M,100001,7,4,263000587,19710811,140200,LGCNS DEVON BATCH
BATCH-000588,M,100001,7,4,263000588,19710812,140200,LGCNS DEVON BATCH
BATCH-000589,M,100001,7,4,263000589,19710813,140200,LGCNS DEVON BATCH
BATCH-000590,M,100001,7,4,263000590,19710814,140200,LGCNS DEVON BATCH
BATCH-000591,F,100001,7,4,263000591,19710815,140200,LGCNS DEVON BATCH
BATCH-000592,M,100001,7,4,263000592,19710816,140200,LGCNS DEVON BATCH
BATCH-000593,F,100001,7,4,263000593,19710817,140200,LGCNS DEVON BATCH
BATCH-000594,M,100001,7,4,263000594,19710818,140200,LGCNS DEVON BATCH
BATCH-000595,M,100001,7,4,263000595,19710819,140200,LGCNS DEVON BATCH
BATCH-000596,F,100001,7,4,263000596,19710820,140200,LGCNS DEVON BATCH
BATCH-000597,M,100001,7,4,263000597,19710821,140200,LGCNS DEVON BATCH
BATCH-000598,M,100001,7,4,263000598,19710822,140200,LGCNS DEVON BATCH
BATCH-000599,F,100001,7,4,263000599,19710823,140200,LGCNS DEVON BATCH
BATCH-000600,F,100001,7,4,263000600,19710824,140200,LGCNS DEVON BATCH
BATCH-000601,M,100001,7,4,263000601,19710825,140200,LGCNS DEVON BATCH
BATCH-000602,M,100001,7,4,263000602,19710826,140200,LGCNS DEVON BATCH
BATCH-000603,F,100001,7,4,263000603,19710827,140200,LGCNS DEVON BATCH
BATCH-000604,M,100001,7,4,263000604,19710828,140200,LGCNS DEVON BATCH
BATCH-000605,F,100001,7,4,263000605,19710829,140200,LGCNS DEVON BATCH
BATCH-000606,F,100001,7,4,263000606,19710830,140200,LGCNS DEVON BATCH
BATCH-000607,M,100001,7,4,263000607,19710831,140200,LGCNS DEVON BATCH
BATCH-000608,F,100001,7,4,263000608,19710901,140200,LGCNS DEVON BATCH
BATCH-000609,M,100001,7,4,263000609,19710902,140200,LGCNS DEVON BATCH
BATCH-000610,F,100001,7,4,263000610,19710903,140200,LGCNS DEVON BATCH
BATCH-000611,F,100001,7,4,263000611,19710904,140200,LGCNS DEVON BATCH
BATCH-000612,M,100001,7,4,263000612,19710905,140200,LGCNS DEVON BATCH
BATCH-000613,M,100001,7,4,263000613,19710906,140200,LGCNS DEVON BATCH
BATCH-000614,F,100001,7,4,263000614,19710907,140200,LGCNS DEVON BATCH
BATCH-000615,M,100001,7,4,263000615,19710908,140200,LGCNS DEVON BATCH
BATCH-000616,M,100001,7,4,263000616,19710909,140200,LGCNS DEVON BATCH
BATCH-000617,F,100001,7,4,263000617,19710910,140200,LGCNS DEVON BATCH
BATCH-000618,F,100001,7,4,263000618,19710911,140200,LGCNS DEVON BATCH
BATCH-000619,F,100001,7,4,263000619,19710912,140200,LGCNS DEVON BATCH
BATCH-000620,F,100001,7,4,263000620,19710913,140200,LGCNS DEVON BATCH
BATCH-000621,M,100001,7,4,263000621,19710914,140200,LGCNS DEVON BATCH
BATCH-000622,F,100001,7,4,263000622,19710915,140200,LGCNS DEVON BATCH
BATCH-000623,M,100001,7,4,263000623,19710916,140200,LGCNS DEVON BATCH
BATCH-000624,F,100001,7,4,263000624,19710917,140200,LGCNS DEVON BATCH
BATCH-000625,F,100001,7,4,263000625,19710918,140200,LGCNS DEVON BATCH
BATCH-000626,F,100001,7,4,263000626,19710919,140200,LGCNS DEVON BATCH
BATCH-000627,F,100001,7,4,263000627,19710920,140200,LGCNS DEVON BATCH
BATCH-000628,F,100001,7,4,263000628,19710921,140200,LGCNS DEVON BATCH
BATCH-000629,F,100001,7,4,263000629,19710922,140200,LGCNS DEVON BATCH
BATCH-000630,F,100001,7,4,263000630,19710923,140200,LGCNS DEVON BATCH
BATCH-000631,F,100001,7,4,263000631,19710924,140200,LGCNS DEVON BATCH
BATCH-000632,F,100001,7,4,263000632,19710925,140200,LGCNS DEVON BATCH
BATCH-000633,M,100001,7,4,263000633,19710926,140200,LGCNS DEVON BATCH
BATCH-000634,F,100001,7,4,263000634,19710927,140200,LGCNS DEVON BATCH
BATCH-000635,M,100001,7,4,263000635,19710928,140200,LGCNS DEVON BATCH
BATCH-000636,F,100001,7,4,263000636,19710929,140200,LGCNS DEVON BATCH
BATCH-000637,M,100001,7,4,263000637,19710930,140200,LGCNS DEVON BATCH
BATCH-000638,F,100001,7,4,263000638,19711001,140200,LGCNS DEVON BATCH
BATCH-000639,F,100001,7,4,263000639,19711002,140200,LGCNS DEVON BATCH
BATCH-000640,M,100001,7,4,263000640,19711003,140200,LGCNS DEVON BATCH
BATCH-000641,F,100001,7,4,263000641,19711004,140200,LGCNS DEVON BATCH
BATCH-000642,M,100001,7,4,263000642,19711005,140200,LGCNS DEVON BATCH
BATCH-000643,F,100001,7,4,263000643,19711006,140200,LGCNS DEVON BATCH
BATCH-000644,F,100001,7,4,263000644,19711007,140200,LGCNS DEVON BATCH
BATCH-000645,F,100001,7,4,263000645,19711008,140200,LGCNS DEVON BATCH
BATCH-000646,M,100001,7,4,263000646,19711009,140200,LGCNS DEVON BATCH
BATCH-000647,F,100001,7,4,263000647,19711010,140200,LGCNS DEVON BATCH
BATCH-000648,M,100001,7,4,263000648,19711011,140200,LGCNS DEVON BATCH
BATCH-000649,F,100001,7,4,263000649,19711012,140200,LGCNS DEVON BATCH
BATCH-000650,F,100001,7,4,263000650,19711013,140200,LGCNS DEVON BATCH
BATCH-000651,F,100001,7,4,263000651,19711014,140200,LGCNS DEVON BATCH
BATCH-000652,F,100001,7,4,263000652,19711015,140200,LGCNS DEVON BATCH
BATCH-000653,F,100001,7,4,263000653,19711016,140200,LGCNS DEVON BATCH
BATCH-000654,M,100001,7,4,263000654,19711017,140200,LGCNS DEVON BATCH
BATCH-000655,F,100001,7,4,263000655,19711018,140200,LGCNS DEVON BATCH
BATCH-000656,F,100001,7,4,263000656,19711019,140200,LGCNS DEVON BATCH
BATCH-000657,F,100001,7,4,263000657,19711020,140200,LGCNS DEVON BATCH
BATCH-000658,M,100001,7,4,263000658,19711021,140200,LGCNS DEVON BATCH
BATCH-000659,F,100001,7,4,263000659,19711022,140200,LGCNS DEVON BATCH
BATCH-000660,M,100001,7,4,263000660,19711023,140200,LGCNS DEVON BATCH
BATCH-000661,F,100001,7,4,263000661,19711024,140200,LGCNS DEVON BATCH
BATCH-000662,F,100001,7,4,263000662,19711025,140200,LGCNS DEVON BATCH
